state;county;FIPS;dem_cand_votes_08;dem_percent_08;dem_cand_votes_12;dem_percent_12;dem_cand_votes_16;dem_percent_16
Iowa;Page;19145;2900;39,42359978249048;2613;36,91199321938127;1807;25,65303804656445
Iowa;Pocahontas;19151;1800;44,87658937920718;1523;37,77281746031746;963;24,91591203104787
Iowa;Story;19169;26548;57,00053676865271;26192;55,55037115588547;25709;50,74111354530563
Kansas;Anderson;20003;1175;32,40485383342526;944;28,47662141779789;672;20,05970149253731
Kansas;Atchison;20005;3241;45,07022667222918;2567;38,46269103985615;1989;30,25095057034221
Kansas;Brown;20013;1317;30,09597806215722;1076;26,94715752566992;863;21,38255698711595
Kansas;Clay;20027;1009;24,88899851998027;834;22,62615301139446;677;17,72251308900524
Kansas;Decatur;20039;343;22,15762273901809;266;17,36292428198433;178;12,25895316804408
Kansas;Edwards;20047;333;24,53942520265291;298;21,51624548736462;212;16,07278241091736
Kansas;Ellis;20051;4010;32,21659837711898;3057;26,09697797507256;2742;22,95136854440445
Kansas;Ford;20057;2991;33,74323104693141;2600;31,09303994259747;2149;27,84400103653796
Kansas;Franklin;20059;4433;37,76301218161684;3694;33,61237488626024;2892;26,37482900136799
Kansas;Hamilton;20075;233;21,25912408759124;163;18,58608893956671;121;13,81278538812786
Kansas;Lincoln;20105;347;21,87894073139975;289;19,48752528658125;215;14,68579234972677
Kansas;Miami;20121;5742;37,34148403459713;4712;31,71782444803447;3991;26,56770070563174
Kansas;Neosho;20133;2563;35,63681868743048;2050;31,63580246913580;1501;23,77256889452011
Kansas;Phillips;20147;525;19,68503937007874;382;14,89278752436647;300;11,26126126126126
Kansas;Rawlins;20153;273;17,62427372498386;190;13,15789473684210;163;11,07336956521739
Kansas;Reno;20155;9916;37,40193120096560;8085;33,10539677340103;6837;28,24039653035936
Kansas;Stanton;20187;188;22,73276904474002;143;18,84057971014493;115;18,05337519623234
Kansas;Wyandotte;20209;39865;69,73184767968654;34302;67,60613346998305;30146;61,79865111416331
Kentucky;Anderson;21005;3462;32,80894617134192;3315;32,12209302325581;2634;23,06075993696376
Kentucky;Barren;21009;5434;32,33176652585232;5400;32,59295026557218;4275;23,12310688013847
Kentucky;Bell;21013;2782;28,98520525109398;2224;23,45496730647543;1720;17,69911504424779
Kentucky;Boyle;21021;4769;37,74436090225564;4471;36,13513295077993;4281;33,06812915186158
Kentucky;Bracken;21023;1241;36,51073845248602;1147;35,48886138613862;705;19,98865891692657
Kentucky;Caldwell;21033;2212;35,68317470559768;1852;31,60409556313993;1260;21,08786610878661
Kentucky;Cumberland;21057;697;24,91955666785842;599;20,98808689558514;459;14,97064579256360
Kentucky;Fayette;21067;66042;51,74123896301287;62080;49,32229513927510;69778;51,18879066867182
Kentucky;Fleming;21069;2279;39,07750342935528;1911;33,05084745762712;1348;21,53354632587859
Kentucky;Greenup;21089;6621;41,91036840106342;6027;39,73496835443038;4146;25,47152423665295
Kentucky;Knott;21119;2612;44,87972508591066;1420;24,94291234849815;1245;21,60333159812598
Kentucky;Madison;21151;12392;38,08587146940406;11512;34,54774623371947;11793;31,55655454764389
Kentucky;Mercer;21167;3159;31,40159045725646;2966;29,84203642217527;2395;22,62635805384979
Kentucky;Muhlenberg;21177;6221;48,26596322445496;4771;37,45191930292802;3272;25,05359877488515
Kentucky;Oldham;21185;10000;34,11106562969027;9240;30,91955561504484;10268;31,25437555170000
Kentucky;Powell;21197;2065;41,53258246178600;1620;36,15264449899576;1272;25,66068186403066
Kentucky;Rowan;21205;4074;49,96320824135393;3438;44,85322896281800;3295;37,24005424954792
Kentucky;Shelby;21211;6871;37,06040992448759;6634;35,54626801693190;6276;30,49562682215743
Kentucky;Todd;21219;1543;31,22849625581866;1403;29,73717676981772;1042;21,80372462858339
Kentucky;Trimble;21223;1484;38,92969569779643;1355;38,24442562799887;879;23,14375987361769
Louisiana;Bossier;22015;12701;27,71570724043120;12956;26,67929656933405;12641;25,35909163858129
Louisiana;Caldwell;22021;1118;22,84896791334560;1016;21,54368108566582;788;16,79454390451833
Louisiana;East Baton Rouge;22033;99652;50,49531540570259;102656;51,80172679150834;102828;52,33216788555200
Louisiana;Franklin;22041;2959;31,62676357417700;2921;31,28748928877463;2506;27,35210652695918
Louisiana;Sabine;22085;2245;23,25942809780356;2194;21,82433104545907;1703;17,40063349340963
Louisiana;St. Martin;22099;9419;38,83803397657925;9422;37,04635709511265;8266;32,10097087378641
Maine;Kennebec;23011;37238;56,43318279635074;35068;55,22780603808054;29302;44,25749154180764
Maine;Knox;23013;13728;59,73890339425587;13223;59,92205555807314;12443;53,75642631874541
Maine;Lincoln;23015;11886;55,06856931060045;11315;54,51173098231921;10241;47,62591266334930
Maine;Sagadahoc;23023;12152;57,04896483733158;11821;56,84812926805809;10664;49,33382679496669
Maryland;Garrett;24023;3736;29,02423865755128;3124;23,74401459299233;2567;18,32131896367140
Maryland;Montgomery;24031;314444;71,58477533858002;323400;70,92229688240145;357837;74,72482265652897
Maryland;Worcester;24047;11374;41,59292035398230;11014;40,16776075857039;9753;34,49580872210236
Massachusetts;Barnstable;25001;74264;56,14576245558328;70822;53,20362092927168;72430;54,10796193094380
Massachusetts;Bristol;25005;146861;60,40679499835472;142962;59,19530949157175;129540;52,03266401294992
Massachusetts;Essex;25009;208976;59,08868562057314;210302;57,40357083391336;222310;58,52296060736888
Massachusetts;Franklin;25011;27919;72,42470621806014;27072;71,69871285555379;24478;64,11713859129843
Michigan;Arenac;26011;4155;51,11958661417323;3669;46,79250095651064;2384;30,97713097713098
Michigan;Calhoun;26025;34561;53,83668764408998;29267;50,17744783719375;24157;41,01218973888832
Michigan;Kalamazoo;26077;77051;58,91605049663178;69051;56,05789994966634;67148;53,16589996753736
Michigan;Macomb;26099;223784;53,38155032250678;208016;51,47815069069456;176317;42,04911855611096
Michigan;Mecosta;26107;9101;48,76232318902700;7515;44,43327617808786;5827;33,94105312208760
Michigan;Midland;26111;20701;47,36312261193859;17450;41,79240312305408;15635;36,78304239401496
Michigan;Missaukee;26113;2898;38,68126001067806;2274;32,36089369574498;1565;21,38854721880552
Michigan;Newaygo;26123;10790;46,69984851763688;8728;40,63693081292485;6212;27,43816254416961
Michigan;Ottawa;26139;50828;37,30002641852819;42737;32,30016929681359;44973;31,50826012022363
Michigan;St. Joseph;26149;12322;47,94179441288616;10112;43,32290818730988;7526;31,67908405943511
Michigan;Schoolcraft;26153;2184;50,48543689320388;1865;46,07213438735177;1369;32,95618680789600
Michigan;Van Buren;26159;18588;53,46603002933901;16290;49,60867314310077;13258;39,84492396465709
Michigan;Washtenaw;26161;130578;69,78489164417604;120890;67,31368880573744;128483;68,13254992629044
Minnesota;Dakota;27037;116778;51,79268379222254;116255;50,36586792362914;110483;47,73721050812306
Minnesota;Douglas;27041;9256;44,24897217707237;8653;41,29718894669021;6227;28,58388799632775
Minnesota;Kanabec;27065;3743;44,04047535004118;3593;44,08588957055215;2327;28,45786963434022
Minnesota;Lake;27075;4174;59,89381546850338;4043;59,28152492668622;3077;47,18601441496703
Minnesota;Lyon;27083;6110;48,07994963802329;5465;44,11527284468841;3825;31,31395824805567
Minnesota;Nobles;27105;4244;48,15613298536253;3793;44,51877934272300;2733;31,66126042632067
Minnesota;Norman;27107;2129;61,99767035527082;1730;53,94449641409417;1264;38,76111622201779
Minnesota;Pennington;27113;3394;49,75080621518616;3024;46,40171858216971;2147;31,97319434102755
Minnesota;Pipestone;27117;2023;42,13705478025411;1725;37,12871287128713;1127;23,44009983361065
Minnesota;Pope;27121;3317;50,74969400244797;2981;47,72654498879283;2106;33,32805823706283
Minnesota;Ramsey;27123;182974;65,96367516745619;184938;66,32833850987369;177738;65,07140948148039
Minnesota;Renville;27129;3904;47,99016594960050;3394;44,02075226977951;2117;27,83328950828293
Minnesota;Roseau;27135;3097;40,22077922077922;2772;37,70402611534276;1856;23,78267555099949
Minnesota;Sherburne;27141;17957;39,91331406979329;17597;37,83568771635598;13293;27,53142928152766
Minnesota;Waseca;27161;4401;44,50849514563107;4370;44,83430799220272;2838;29,40018647052730
Mississippi;Bolivar;28011;10334;67,40151317505870;10582;68,58957739175526;9046;65,43692129629629
Mississippi;Calhoun;28013;2522;35,97204393096563;2586;36,58743633276740;1910;29,86241400875547
Mississippi;Claiborne;28021;4682;85,92402275646907;4838;88,22027716994894;3708;86,79775280898876
Mississippi;Copiah;28029;7710;53,30475663716814;7749;54,86794590384479;6741;51,92574333692805
Mississippi;Covington;28031;3852;40,87870105062082;3878;41,48480958493796;3276;37,18079673135853
Mississippi;Grenada;28043;5029;44,48867657466383;5288;46,65196294662550;4424;42,08123275944069
Mississippi;Jefferson Davis;28065;4454;60,59863945578231;4267;62,16491841491841;3720;59,64405964405965
Mississippi;Leflore;28083;8914;68,14463726014831;9119;71,39278164879042;7787;69,90125673249551
Mississippi;Lowndes;28087;13209;48,23091247672253;13388;49,29670815229398;11819;46,21309872922777
Mississippi;Pearl River;28109;4320;19,34963719430261;4366;19,64542836573074;3604;16,46940547456930
Mississippi;Tate;28137;5003;39,29777707956956;4933;39,76301789456714;3926;33,76623376623377
Mississippi;Tunica;28143;3279;75,85010409437891;3475;79,30168872660886;2667;74,76871320437343
Mississippi;Yalobusha;28161;3151;46,33142184972798;3030;47,68649669499528;2582;42,48806977126872
Missouri;Adair;29001;5735;48,31101002442928;4219;41,66502073869248;3500;34,22648151769998
Missouri;Barton;29011;1455;24,46200403496974;1230;21,40619561434041;795;13,38609193466914
Missouri;Chariton;29041;1799;42,69102990033223;1339;35,04318241298090;888;22,37339380196523
Missouri;Clark;29045;1572;45,48611111111111;1398;43,34883720930232;724;22,51944012441680
Missouri;Henry;29083;4869;43,63294201989426;3606;35,62185122987257;2357;23,89012771133185
Missouri;Holt;29087;802;30,45955184200532;551;23,85281385281385;347;14,73460721868365
Missouri;Howell;29091;5736;33,68371601385871;4395;26,88731188058241;2881;16,50529934116299
Missouri;Lafayette;29107;6902;41,57831325301205;5655;35,80246913580247;4053;25,52910052910053
Missouri;Lincoln;29113;10234;43,45647558386412;7734;34,14268055800812;5575;22,33394760035253
Missouri;Madison;29123;2042;40,61256961018297;1588;32,21095334685599;1005;18,88742717534298
Missouri;Miller;29131;3553;30,80190723883832;2651;24,05844450494600;1750;15,32936229852838
Missouri;Platte;29165;21459;46,16824440619622;19175;42,09474885844749;20057;41,02894548429989
Missouri;Putnam;29171;695;29,71355280034203;587;25,42226071892594;353;15,04688832054561
Missouri;St. Clair;29185;1886;37,81074578989575;1460;31,56074362300043;936;20,21598272138229
Missouri;St. Louis County;29189;333123;59,50176295962876;297097;56,19642276176713;286704;55,68603381903360
Missouri;Saline;29195;4712;47,84727863525589;3790;41,61176987263944;2789;30,07332326935519
Missouri;Shelby;29205;1114;33,59469240048251;966;29,88861386138614;606;18,61751152073733
Missouri;Webster;29225;5685;34,75788701393984;4409;28,57605807246095;3177;18,97509406916323
Missouri;St. Louis City;29510;132925;83,67535786677411;118780;82,71184552285055;104235;79,45285880891220
Montana;Fergus;30027;1933;31,01732991014121;1640;27,01367155328611;1202;20,58219178082192
Montana;Flathead;30029;16138;36,89191660570593;13892;31,95326156960162;13293;28,54351420411844
Montana;Glacier;30035;3423;68,85938442969221;2924;65,67834681042228;3121;61,49753694581280
Montana;McCone;30055;321;29,02350813743218;223;22,45720040281974;154;14,52830188679245
Montana;Meagher;30059;298;30,84886128364389;269;27,67489711934156;193;19,75435005117707
Montana;Missoula;30063;36531;61,80799945858148;32824;57,39264232759827;31543;53,27939462527237
Montana;Powell;30077;1021;34,72789115646259;888;31,98847262247839;551;19,72083035075161
Montana;Rosebud;30087;1919;50,36745406824147;1422;40,36332671019018;987;28,58384013900956
Montana;Wheatland;30107;289;29,39979654120041;272;27,41935483870968;179;18,92177589852009
Nebraska;Antelope;31003;757;23,76766091051805;571;17,66707920792079;383;11,67327034440719
Nebraska;Banner;31007;62;14,90384615384615;55;13,38199513381995;19;4,72636815920398
Nebraska;Blaine;31009;43;13,60759493670886;29;9,57095709570957;30;9,46372239747634
Nebraska;Buffalo;31019;5867;30,40999326180480;5365;27,57929368220840;4763;22,54247716408727
Nebraska;Burt;31021;1413;41,71833480956599;1291;38,25185185185185;930;26,13827993254638
Nebraska;Cass;31025;4753;39,20970136941099;4367;35,85385878489327;3484;26,93883862986159
Nebraska;Frontier;31063;349;24,85754985754986;271;20,76628352490421;161;12,12349397590361
Nebraska;Hamilton;31081;1332;27,75578245467806;1146;23,52699650995689;878;17,54596322941647
Nebraska;Hooker;31091;75;17,12328767123288;59;14,93670886075949;40;9,59232613908873
Nebraska;Keya Paha;31103;115;21,57598499061914;80;16,52892561983471;40;8,35073068893528
Nebraska;Nance;31125;549;32,16168717047452;481;29,67304133251080;281;17,33497840838988
Nebraska;Perkins;31135;310;21,83098591549296;238;17,07317073170732;161;11,06529209621993
Nebraska;Sherman;31163;585;37,21374045801527;552;36,07843137254902;340;21,61474888747616
Nebraska;Sioux;31165;117;15,98360655737705;101;13,66711772665765;81;11,00543478260870
Nebraska;Thomas;31171;51;13,07692307692308;42;10,29411764705882;30;7,63358778625954
Nebraska;Valley;31175;706;29,13743293437887;498;22,68792710706150;339;15,37414965986395
Nebraska;Wayne;31179;1249;32,79936974789916;1074;29,16892992938621;835;22,11334745762712
Nevada;Esmeralda;32009;104;23,69020501138952;92;21,14942528735632;65;15,36643026004728
Nevada;Eureka;32011;144;19,32885906040269;107;13,24257425742574;74;8,66510538641686
Nevada;Nye;32023;7226;41,31267509004631;6320;36,06894190160940;5094;25,99642766011738
New Hampshire;Grafton;33009;31446;63,03066746843054;29826;60,86317722681359;28510;55,69338360258639
New Jersey;Cape May;34009;22893;45,43974911176832;21657;45,18370157100832;18750;38,48364188662206
New Jersey;Morris;34027;112275;45,79886435948896;100146;44,04112721643681;115249;46,02301769854961
New Jersey;Passaic;34031;113257;60,82676319577219;115926;63,69980438270655;116759;59,93726963788873
New Jersey;Sussex;34037;28840;39,32369784565039;26104;38,42609630076693;24212;32,66330302457977
New Mexico;Chaves;35005;8197;37,07036903039074;6604;32,54484525921546;5534;27,30008386364757
New Mexico;De Baca;35011;359;34,38697318007663;287;31,81818181818182;193;21,20879120879121
New Mexico;Sierra;35051;2352;42,88058340929808;1964;38,49470795766366;1612;31,11368461686933
New York;Cattaraugus;36009;14307;43,90266355713759;12040;40,44747539221285;9497;30,47719906293123
New York;Chautauqua;36013;29129;49,56271694003947;22463;42,50170286838719;19091;35,20116532064756
New York;Clinton;36019;20216;60,68319625382722;18072;58,95093945720250;15059;46,90546643824949
New York;Erie;36029;256299;57,98816701924273;227325;54,88356933328505;215456;50,86007671879611
New York;Essex;36031;10390;55,88725727502555;9368;56,03876293593348;7762;45,08072946916018
New York;Franklin;36033;10571;60,41952446273434;9532;59,82176477971633;7297;43,04506842850401
New York;Monroe;36055;207225;58,25426944971537;185916;55,69465539089250;188592;54,22582592944018
New York;New York;36061;572126;85,74117562429657;486172;81,40489294690295;579013;86,55692073567246
New York;Oneida;36065;43506;46,12937771038987;39031;45,01845444059977;33743;37,07655286839763
New York;Otsego;36077;13570;51,99034519750201;11530;47,76502754877998;10451;40,71606669783388
New York;Richmond;36085;79311;47,63995675156175;75557;49,00920418501774;74143;40,97203801945181
New York;St. Lawrence;36089;23706;57,48023859172689;20488;55,08859670350353;16488;42,10633842382144
